title,amenities,bathrooms,bedrooms,fee,has_photo,pets_allowed,price,square_feet,cityname,state,latitude,longitude,source,time
Pet Friendly 2+1 Apartment in Dayton,"AC,Dishwasher,Garbage Disposal,Parking,Refrigerator",1.0,2.0,No,Thumbnail,,749.0,1025,Dayton,OH,39.77984724291473,-84.2660104008275,RentDigs.com,1568773059
Enjoy a new urban oasis in the heart of Atlanta. Cat OK!,"Dishwasher,Gated,Gym,Pool,Tennis",2.0,2.0,No,Thumbnail,"Cats,Dogs",1560.0,1294,Atlanta,GA,33.73726274023403,-84.37895075439248,RentDigs.com,1550836419
"Denver - $1,516/mo - convenient location. Single Car Garage!","Clubhouse,Fireplace,Gym,Internet Access,Parking,Patio/Deck,Pool,Storage,View,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",1516.0,914,Denver,CO,39.60799625759376,-104.92018205710716,RentDigs.com,1568755538
Two BR Apartment - Large & Bright,,2.0,2.0,No,Yes,,1575.0,1111,Morrisville,NC,35.85937784638665,-78.61956279226777,RentDigs.com,1568765782
"Englewood, prime location One BR, Apartment. Parking Available!","Gym,Parking,Pool",1.0,1.0,No,Yes,,1270.0,866,Englewood,FL,27.006395300440357,-82.4177424566581,RentDigs.com,1568747540
Studio apartment 129 Transcript Avenue #2,,2.0,3.0,No,Thumbnail,"Cats,Dogs",550.0,950,Lexington,KY,37.9838937030098,-84.52246520052574,RentLingo,1577360390
"Apartment only for $1,800/mo. You Can Stop Looking Now. Pet OK!","Clubhouse,Gym,Parking",2.0,2.0,No,Yes,"Cats,Dogs",1800.0,850,Bellevue,WA,47.4747640148151,-122.14703513848552,RentDigs.com,1568780619
Two BR - Timber Ridge Apartments is located in Sharonville. Pet OK!,"Basketball,Gym,Patio/Deck,Playground,Pool",1.0,2.0,No,Thumbnail,"Cats,Dogs",845.0,900,Cincinnati,OH,39.23896238137552,-84.36576214614145,RentDigs.com,1568770089
"Lovely Dallas, One BR, One BA",Parking,1.0,1.0,No,Thumbnail,,1224.0,776,Dallas,TX,32.84838526499192,-96.74180679776596,RentDigs.com,1568750723
Super Cute! Apartment for Rent!,"Parking,Playground,Pool,Storage",2.0,3.0,No,Yes,,1092.0,1320,Arlington,TX,32.75456038502134,-97.1279001083456,RentDigs.com,1568773397
Two BR 341 Steelman Rd,,2.0,2.0,No,Thumbnail,"Cats,Dogs",875.0,1200,Hattiesburg,MS,31.314153336555844,-89.32206297051788,RentLingo,1577359879
"Average Rent $2,066 a month - That's a STEAL!",Parking,1.0,1.0,No,Thumbnail,,2066.0,831,Princeton,NJ,40.390655149886335,-74.68625897614834,RentDigs.com,1568780838
830 sq. ft. \ Apartment \ Tyler - come and see this one. Washer/Dryer Hookups!,"Patio/Deck,Pool,Washer Dryer",2.0,2.0,No,Thumbnail,"Cats,Dogs",781.0,830,Tyler,TX,32.26820270850976,-95.2997166494751,RentDigs.com,1568769399
"Bright Baltimore, Two BR, Two BA for rent","Dishwasher,Patio/Deck,Washer Dryer",2.0,2.0,No,Yes,,1799.0,1800,Baltimore,MD,39.260252771981605,-76.61237943879642,RentDigs.com,1544257092
Convenient location Two BR Two BA for rent,"Gym,Parking,Pool,Washer Dryer",2.0,2.0,No,Yes,,1625.0,1030,Oklahoma City,OK,35.47376402393731,-97.53183076728904,RentDigs.com,1568781345
"Great Central Location One BR, One BA","AC,Clubhouse,Dishwasher,Fireplace,Gym,Storage,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",779.0,602,Webster,TX,29.538556050154654,-95.11270634954576,RentDigs.com,1544244933
"Apartment, One BR, $1,623/mo - convenient location.","Clubhouse,Pool",1.0,1.0,No,Yes,"Cats,Dogs",1623.0,869,Rockville,MD,39.054280913830624,-77.09573521956388,RentDigs.com,1544234323
"Salt Lake City, One BA - in a great area. Pet OK!","Clubhouse,Parking,Pool",1.0,3.0,No,Thumbnail,"Cats,Dogs",1600.0,551,Salt Lake City,UT,40.817767795296135,-111.85064403665406,RentDigs.com,1544287958
Outstanding Opportunity To Live At The Morrisville City Club. Pet OK!,,2.0,3.0,No,Yes,"Cats,Dogs",2065.0,1482,Moncure,NC,35.69734770280119,-79.17716609936173,RentDigs.com,1568765807
Aurora - superb Apartment nearby fine dining. Parking Available!,"Gym,Parking,Pool",2.0,2.0,No,No,,1667.0,1169,Aurora,CO,39.717837178891685,-104.8120744472899,RentDigs.com,1550839872
"Apartment in quiet area, spacious with big kitchen. Pet OK!","AC,Gym,Parking,Playground,Pool,Tennis,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",1090.0,800,Reisterstown,MD,39.45738327327753,-76.83144737050802,RentDigs.com,1568781438
Apartment in move in condition in Reston. Pet OK!,"Playground,Storage",1.0,1.0,No,Yes,"Cats,Dogs",1535.0,866,Upperville,VA,38.94189793555215,-77.86037222332996,RentDigs.com,1544210842
We love dogs! Having trouble finding a place that does?,"AC,Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Garbage Disposal,Gym,Internet Access,Parking,Patio/Deck,Playground,Refrigerator,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",919.0,701,Cary,NC,35.751729723758835,-78.78991257592236,RentDigs.com,1568759166
"Apartment only for $1,451/mo. You Can Stop Looking Now. Pet OK!","AC,Parking,Patio/Deck,Storage",1.0,1.0,No,Thumbnail,"Cats,Dogs",1451.0,792,Lenexa,KS,38.93086486721867,-94.7546869521034,RentDigs.com,1550819989
"Lovely Denver, Two BR, One BA. Single Car Garage!","AC,Parking,Playground",1.0,2.0,No,Yes,"Cats,Dogs",1165.0,750,Denver,CO,39.92628660034694,-104.94880309787058,RentDigs.com,1568754210
Two BR Apartment - Situated in the heart of Midtown. Single Car Garage!,Parking,2.0,2.0,No,No,"Cats,Dogs",2650.0,1271,Atlanta,GA,33.73220478352732,-84.41973605156454,RentDigs.com,1550823787
Run provides one and 2 BR apartment homes in. $851/mo,"AC,Cable or Satellite,Clubhouse,Internet Access",1.0,1.0,No,Thumbnail,"Cats,Dogs",851.0,620,Richmond,VA,37.604758419622094,-77.40430615250932,RentDigs.com,1568744972
Super Cute! Apartment for Rent!,"Parking,Storage",2.0,2.0,No,Thumbnail,,1499.0,1370,Williamsburg,VA,37.298641699636505,-76.77173077108071,RentDigs.com,1550860310
offers 1 to Three BR apartments ranging in size from 791 to 1404.,"AC,Clubhouse,Dishwasher,Parking",2.0,2.0,No,Thumbnail,,1855.0,1129,Holden,MA,42.341737796411074,-71.81908375922109,RentDigs.com,1550842870
Studio apartment 1551 Echo Park Ave,"Cable or Satellite,Dishwasher,Internet Access,Refrigerator",1.0,0.0,No,Thumbnail,"Cats,Dogs",2130.0,526,Los Angeles,CA,34.01181917349501,-118.2753769552386,RentLingo,1577358769
"$1,196/mo \ Apartment \ Two BA - convenient location.","AC,Dishwasher,Gym,Patio/Deck,Refrigerator,Tennis,Washer Dryer",2.0,2.0,No,Yes,,1196.0,1008,Marietta,GA,33.9597718673167,-84.50018045493289,RentDigs.com,1568779827
"Two BR Apartment - nestled in the picturesque Summerville, SC.","AC,Clubhouse,Gym,Playground",2.0,2.0,No,Yes,,1030.0,1096,Summerville,SC,32.96616173893645,-80.18027379140536,RentDigs.com,1544245447
"Los Angeles, One BR, One BA for rent","Gym,Patio/Deck,Pool",1.0,1.0,No,Yes,,2670.0,782,Los Angeles,CA,34.12995713080691,-118.28560145161626,RentDigs.com,1544216950
Two BR 1001 NIMBUS,"Fireplace,Playground,Pool,Storage,Washer Dryer",1.0,2.0,No,Thumbnail,,980.0,750,Pflugerville,TX,30.414240249625628,-97.6513736291071,RentLingo,1577359713
"Two BR, Apartment - in a great area.","Clubhouse,Fireplace,Gym,Parking,Patio/Deck,Playground,Pool,Washer Dryer",2.0,2.0,No,Yes,"Cats,Dogs",915.0,1165,Little Rock,AR,34.759848832835296,-92.26291076874664,RentDigs.com,1550854917
"Bright San Diego, Two BR, Two BA for rent","Gated,Gym,Patio/Deck,Pool,Washer Dryer",2.0,2.0,No,Thumbnail,"Cats,Dogs",2247.0,1030,San Diego,CA,32.595187797310764,-117.07708966205269,RentDigs.com,1550832670
WE ARE MORE THAN JUST LIVING. Pet OK!,,2.0,2.0,No,No,"Cats,Dogs",2630.0,1450,Mount Arlington,NJ,40.96093223588225,-74.64834632260192,RentDigs.com,1568769280
Laurel Luxurious 2 + 2. Pet OK!,Patio/Deck,2.0,2.0,No,No,"Cats,Dogs",2280.0,1123,Laurel,MD,39.16418800152392,-76.8239510177884,RentDigs.com,1568751022
Prominence Apartments Two BR Luxury Apartment Homes,"Cable or Satellite,TV",1.0,2.0,No,Yes,,2482.0,865,Jersey City,NJ,40.690594290793534,-74.09277602890168,RentDigs.com,1568778098
Apartment for rent in Raleigh.,,1.0,3.0,No,Thumbnail,,1935.0,1344,Raleigh,NC,35.99586198654492,-78.47259940581922,RentDigs.com,1568770127
One Spacious BR in Pearland,Parking,1.0,1.0,No,Yes,,1025.0,687,Pearland,TX,29.538677581796485,-95.3555291307709,RentDigs.com,1544243312
"Apartment only for $1,000/mo. You Can Stop Looking Now!","Basketball,Gym,Parking",1.0,2.0,No,Yes,,1000.0,758,New Bedford,MA,41.67638202613493,-70.95327565599159,RentDigs.com,1568768588
The pictures say it all. Single Car Garage!,"Parking,Wood Floors",1.0,2.0,No,No,"Cats,Dogs",1995.0,850,Long Beach,CA,33.80520737586225,-118.16815935505392,RentDigs.com,1568777843
"Snellville, Great Location, Studio Apartment.","Gym,Pool",1.0,3.0,No,Yes,,1431.0,1385,Snellville,GA,33.819919246054,-83.98910878322113,RentDigs.com,1568773980
Studio in Reno,"Cable or Satellite,Elevator,Gym,Internet Access,Parking,Storage,Washer Dryer",1.0,2.0,No,Yes,,885.0,365,Reno,NV,39.49809627122959,-119.78365730626332,RentDigs.com,1568756072
Two BR Apartment - Welcome home to The Greens of Salem Run.,"Patio/Deck,Storage",2.5,2.0,No,Thumbnail,,1160.0,1093,Fredericksburg,VA,38.27759857818955,-77.5731952144442,RentDigs.com,1550817554
"Over 1,862 sf in Beachwood",Parking,2.5,3.0,No,Yes,,3250.0,1862,Beachwood,OH,41.43935999746575,-81.48837438981799,RentDigs.com,1568753332
"Average Rent $1,700 a month - That's a STEAL. Carport parking!","Gated,Parking,Storage",1.0,1.0,No,Yes,,1700.0,825,Los Angeles,CA,34.0186993577851,-118.36602349170258,RentDigs.com,1568746255
Jersey City Value!,,2.0,3.0,No,Yes,,4861.0,1435,Jersey City,NJ,40.68318590536594,-74.04945723880594,RentDigs.com,1568758122
"Norfolk, Virginia's newest luxurious gated apartment community.","Gated,Pool",2.0,3.0,No,Yes,,1599.0,1380,Norfolk,VA,36.84924732101153,-76.22612159930965,RentDigs.com,1550847081
Apartment in great location,"AC,Basketball,Clubhouse,Dishwasher,Elevator,Gated,Gym,Hot Tub,Internet Access,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,Washer Dryer,Wood Floors",1.0,1.0,No,Thumbnail,Cats,1835.0,733,Vienna,VA,38.90826373036845,-77.2448299642382,RentDigs.com,1550836832
"Lovely Wilmington, Two BR, 1.50 BA. Pet OK!","AC,Dishwasher,Gym,Parking,Patio/Deck,Pool,Storage,Washer Dryer",1.5,2.0,No,Thumbnail,"Cats,Dogs",990.0,1150,Wilmington,NC,34.19568584067675,-77.89156377092911,RentDigs.com,1550832039
"Amazing Three BR, Two BA for rent. Pet OK!",,2.0,3.0,No,Yes,"Cats,Dogs",1395.0,1670,Mustang,OK,35.42822034184685,-97.7008787242425,RentDigs.com,1568777835
One BR 4300 Flint Hill Dr.,"Parking,Pool",1.0,1.0,No,Thumbnail,"Cats,Dogs",1164.0,755,Owings Mills,MD,39.455723568039744,-76.75906672985683,RentLingo,1577358490
Three BR Apartment - Large & Bright,"Gym,Internet Access,Pool",2.0,3.0,No,Thumbnail,,2162.0,1500,Flower Mound,TX,32.994657644253536,-97.07308679366412,RentDigs.com,1550830015
One BR 413 West Franklin Street,"Cable or Satellite,Dishwasher,Elevator,Internet Access,Parking,Patio/Deck,Refrigerator",1.0,1.0,No,Thumbnail,,1400.0,540,Chapel Hill,NC,35.95757410502553,-79.11001610429746,RentLingo,1576666455
Bright and sunny second floor apartment with open floor plan. $725/mo,Wood Floors,1.0,1.0,No,Yes,,725.0,870,Troy,NY,42.7760441292015,-73.62437349812066,RentDigs.com,1544245503
"Lovely Petersburg, Two BR, Two BA","AC,Basketball,Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Washer Dryer",2.0,2.0,No,Thumbnail,"Cats,Dogs",1199.0,1154,Petersburg,VA,37.16754320481995,-77.35683564864262,RentDigs.com,1550857624
Modern Apartment Living in. Pet OK!,Gym,1.0,1.0,No,Thumbnail,"Cats,Dogs",1360.0,686,Moreno Valley,CA,33.89536805150618,-117.18162584245104,RentDigs.com,1550851053
One BR Apartment - Hyde represents a new generation of modern.,"Clubhouse,Fireplace,Hot Tub,Patio/Deck,View",1.0,1.0,No,Yes,,1993.0,725,Bellevue,WA,47.64013540106114,-122.12046632686186,RentDigs.com,1568768527
Three BR Apartment - Conveniently located near the Memphis International,Gated,2.0,3.0,No,Thumbnail,,718.0,1250,Memphis,TN,35.04164660805872,-89.83276659499526,RentDigs.com,1550815134
Three BR - Biltmore Apartments is located in beautiful. Carport parking!,"AC,Cable or Satellite,Dishwasher,Gym,Hot Tub,Parking,Patio/Deck,Pool,Refrigerator,Washer Dryer,Wood Floors",2.0,3.0,No,Yes,"Cats,Dogs",2610.0,1500,Thousand Oaks,CA,34.242203395469794,-118.88072601664248,RentDigs.com,1544255805
Convenient location Two BR One BA for rent,"AC,Cable or Satellite,Clubhouse",1.0,2.0,No,Yes,,920.0,840,Lakeland,FL,28.125075847955387,-81.97621872135136,RentDigs.com,1550843866
"Apartment in quiet area, spacious with big kitchen. Pet OK!","Clubhouse,Gym",2.0,2.0,No,Thumbnail,"Cats,Dogs",1229.0,1182,North Las Vegas,NV,36.20921308721417,-115.16726624374026,RentDigs.com,1550853697
Welcome to center of Atlanta's creative heartbeat. Single Car Garage!,"Parking,Pool",2.0,2.0,No,No,,2799.0,1163,Atlanta,GA,33.72170121691382,-84.40350336657801,RentDigs.com,1550825977
"Rockville - 2bd/Two BA 1,168sqft Apartment for rent","Clubhouse,Elevator,Fireplace,Gym,Parking,Patio/Deck,Pool,Storage",2.0,2.0,No,Thumbnail,"Cats,Dogs",2050.0,1168,Rockville,MD,39.11153431739995,-77.14481885464451,RentDigs.com,1568761129
Lower End Unit with Fireplace,"AC,Fireplace,Parking,Patio/Deck,Pool,Refrigerator,Washer Dryer",2.0,2.0,No,Yes,"Cats,Dogs",1600.0,1005,Alpine,CA,32.80904029175995,-116.7850677054621,RentDigs.com,1544277217
Four BR 27 Pratt St,,1.0,4.0,No,Thumbnail,,3175.0,1500,Allston,MA,42.37021654899274,-71.1385850091953,RentLingo,1577359450
Two BR 15919 172nd Street SE,,1.0,2.0,No,Thumbnail,Cats,1550.0,600,Snohomish,WA,47.90347096664067,-122.02045755493988,RentLingo,1577359982
Apartment in great location. Pet OK!,"AC,Parking,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",895.0,650,Dallas,TX,32.788914299751355,-96.7273102747132,RentDigs.com,1568750437
"Charming Two BR, Two BA","Clubhouse,Gym,Pool",2.0,2.0,No,Thumbnail,,1625.0,820,Redlands,CA,34.06935758958514,-117.13475167863466,RentDigs.com,1550842261
Cherry Creek' is part of our name.,,2.0,3.0,No,Yes,,2444.0,1258,Denver,CO,39.732255387545216,-104.90059071024582,RentDigs.com,1568757669
"$1,695/mo - One BR - come and see this one.","AC,Cable or Satellite,Clubhouse,Dishwasher,Elevator,Gated,Gym,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,Storage,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",1695.0,900,Suwanee,GA,34.101445265933336,-84.0707352470001,RentDigs.com,1568770274
Three BR Apartment in Richardson. Single Car Garage!,"Cable or Satellite,Clubhouse,Elevator,Fireplace,Parking,Patio/Deck,Playground,Storage,Washer Dryer",2.0,3.0,No,Yes,"Cats,Dogs",2070.0,1463,Richardson,TX,32.97421299837881,-96.73028673178705,RentDigs.com,1550854056
"Three BR Duplex , Fireplace! Deck!!","AC,Cable or Satellite,Dishwasher,Fireplace,Internet Access,Patio/Deck,Washer Dryer",1.0,3.0,No,No,,985.0,1214,Fayetteville,AR,36.12699062442334,-94.1573943711267,RentDigs.com,1576317864
One BR Apartment - Large & Bright,"Gym,Pool",1.0,1.0,No,No,,2351.0,1019,Denver,CO,39.74791381930206,-104.93599642721806,RentDigs.com,1550861776
Convenient location Two BR Two BA for rent. Parking Available!,Parking,2.0,2.0,No,Yes,,2000.0,989,Atlanta,GA,33.769966475466504,-84.43742982359295,RentDigs.com,1550833854
We don't just rent apartments.,,1.0,1.0,No,No,,2425.0,1029,Little Falls,NJ,40.91775374971797,-74.22741268086287,RentDigs.com,1568759226
Two BR Apartment in Atlanta,"Clubhouse,Pool",2.0,2.0,No,No,,1625.0,1169,Atlanta,GA,33.746954122861666,-84.38959195553262,RentDigs.com,1550832486
Embrace the Lifestyle and Service You Deserve!,"Pool,Wood Floors",2.0,2.0,No,Yes,,1067.0,997,Luthersville,GA,33.19490818238287,-84.73003470740566,RentDigs.com,1544290573
"Come home to the calm, quiet country setting of Woodley Terrace. $725/mo",Playground,2.0,3.0,No,Thumbnail,,725.0,1393,Montgomery,AL,32.30461622874712,-86.27420831144875,ListedBuy,1563895996
"located Mason, OH and is, Inc. Pet OK!","Basketball,Tennis",2.0,2.0,No,Thumbnail,"Cats,Dogs",1455.0,1219,Mason,OH,39.36183825950194,-84.30794126783236,RentDigs.com,1568762037
$650/mo - 660 sq. ft. - One BR - must see to believe.,"Basketball,Clubhouse,Dishwasher,Patio/Deck,Pool,Refrigerator,Tennis,Washer Dryer",1.0,1.0,No,Yes,,650.0,660,Longview,TX,32.56922627877767,-94.74637061877804,RentDigs.com,1568768720
One BR Apartment in Quiet Building - Denver,View,1.0,1.0,No,Yes,,1770.0,715,Denver,CO,39.74016001444484,-104.95652641306884,RentDigs.com,1568746661
"Over 1,609 sf in Hampton City","Parking,Storage",2.5,3.0,No,Thumbnail,,2024.0,1609,Hampton,VA,37.10795804120306,-76.33859799641304,RentDigs.com,1550853037
"Lovely Atlanta, One BR, One BA. Parking Available!","Parking,Patio/Deck,Storage",1.0,1.0,No,Thumbnail,,1050.0,887,Atlanta,GA,33.91197653214623,-84.23151136165777,RentDigs.com,1550839133
Apartment in great location. $623/mo,"Patio/Deck,Pool",1.0,1.0,No,Yes,"Cats,Dogs",623.0,590,Tyler,TX,32.30618130804693,-95.2633178362206,RentDigs.com,1568769882
Apartment in move in condition in Charlotte,"Pool,Storage,Washer Dryer",1.0,1.0,No,Yes,,1095.0,863,Charlotte,NC,35.21900987904927,-80.84252973273014,RentDigs.com,1544200810
"Amazing Two BR, 1.50 BA for rent. Parking Available!","Parking,Storage",1.5,2.0,No,Yes,,1169.0,1000,Virginia Beach,VA,36.83633772482773,-76.14912129893771,RentDigs.com,1568752869
"Attractive Two BR, 2.50 BA",,2.5,2.0,No,Thumbnail,,3315.0,1527,Irvine,CA,33.821289762057866,-117.9065527084111,RentDigs.com,1550859932
Apartment for rent in Grand Prairie. Pet OK!,"AC,Clubhouse,Fireplace,Gated,Hot Tub,Pool,Tennis,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",1020.0,902,Grand Prairie,TX,32.78621123694329,-97.02024596278608,RentDigs.com,1550839346
The Best of the Best in the City of San Diego! Save Big!,"Parking,Washer Dryer",1.0,1.0,No,Thumbnail,,2135.0,550,San Diego,CA,32.82068861506843,-117.21970155281484,RentDigs.com,1550827909
"Apartment only for $1,327/mo. You Can Stop Looking Now!","Pool,Washer Dryer",2.0,3.0,No,Thumbnail,,1327.0,1280,Yorktown,VA,37.14969496822029,-76.48209477619595,RentDigs.com,1568760933
"One BR - $1,660/mo - One BA - convenient location.",Parking,1.0,1.0,No,Yes,,1660.0,694,Orlando,FL,28.560616757465876,-81.35483659597628,RentDigs.com,1544207730
Beautiful Baton Rouge Apartment for rent. Pet OK!,Parking,1.0,2.0,No,Yes,"Cats,Dogs",650.0,935,Baton Rouge,LA,30.46812981589992,-91.1522310008744,RentDigs.com,1550858472
Denver Value. Pet OK!,,1.0,2.0,No,Yes,"Cats,Dogs",1335.0,575,Denver,CO,39.77841036516013,-105.00151067985948,RentDigs.com,1568744728
"Lovely Columbus, Two BR, Two BA","AC,Dishwasher,Gym,Internet Access,Patio/Deck,Pool,Washer Dryer",2.0,2.0,No,Yes,"Cats,Dogs",1187.0,1053,Columbus,OH,40.00935180951487,-82.88349251075604,RentDigs.com,1550862747
Apartment in great location,,1.0,2.0,No,No,,1338.0,640,Charlotte,NC,35.17928570631132,-80.88311735821364,RentDigs.com,1550814350
New Huge Apartment @ Kew Gardens,,1.0,1.0,No,Thumbnail,"Cats,Dogs",1915.0,850,Kew Gardens,NY,40.72918328529949,-73.8390543139025,RentDigs.com,1552724918
Apartment for rent in Naples.,"AC,Clubhouse,Dishwasher,Gated,Parking,Patio/Deck,Refrigerator,Storage,Tennis",2.0,2.0,No,Yes,,2000.0,1137,Naples,FL,26.064985617117948,-81.76368973971002,RentDigs.com,1550860223
"Gorgeous Oklahoma City, Two BR, Two BA. Pet OK!","Gym,Parking,Pool,Washer Dryer",2.0,2.0,No,Yes,"Cats,Dogs",1625.0,1030,Oklahoma City,OK,35.491092441669494,-97.47706975029496,RentDigs.com,1568781476
This Apartment is a must see!,,2.0,2.0,No,Thumbnail,,1147.0,1018,Chandler,AZ,33.33294116587974,-111.90726876030767,RentDigs.com,1550812871
Morrisville Luxurious 2 + 2. Pet OK!,"Gym,Parking,Patio/Deck,Playground,Pool,Washer Dryer",2.0,2.0,No,Yes,"Cats,Dogs",1149.0,1050,Micro,NC,35.55701323943645,-78.22303221625876,RentDigs.com,1568764181
Super Cute! Apartment for Rent!,"AC,Cable or Satellite,Parking,Patio/Deck,Playground,Pool,Refrigerator,Storage,Washer Dryer",1.0,1.0,No,Yes,"Cats,Dogs",745.0,600,Phoenix,AZ,33.51067043800834,-112.16838467826868,RentDigs.com,1544278358
227 Deerwood Dr 53,"Pool,Refrigerator",1.0,1.0,No,Thumbnail,,795.0,670,San Antonio,TX,29.45191331987968,-98.4688533320475,GoSection8,1568150743
"Attractive Two BR, One BA","Patio/Deck,Washer Dryer",1.0,2.0,No,Yes,,650.0,600,Pittsburgh,PA,40.44880073518886,-80.10388001472865,RentDigs.com,1568781720
"Charming Two BR, Two BA","Fireplace,Gym,Parking,Pool",2.0,2.0,No,Yes,"Cats,Dogs",1548.0,900,Cypress,TX,29.929799738687223,-95.7414097031108,RentDigs.com,1544229629
Beautiful Woodbridge Apartment for rent. Pet OK!,"Gym,Patio/Deck,Pool",1.0,3.0,No,Thumbnail,"Cats,Dogs",1976.0,1162,Woodbridge,VA,38.633913260757566,-77.26723099376163,RentDigs.com,1550837748
"One BR Apartment - nestled on 48 wooded acres in Marietta, GA.",Parking,1.0,1.0,No,Yes,"Cats,Dogs",885.0,694,Marietta,GA,33.7449172802236,-84.41311253491591,RentDigs.com,1544263900
Lease Spacious 1+1. Approx 726 sf of Living Space. $930/mo,"Gated,Gym,Parking,Patio/Deck,Playground,Pool,Washer Dryer",1.0,1.0,No,No,"Cats,Dogs",930.0,726,Prosper,TX,33.28446658249454,-96.80754066968606,RentDigs.com,1550852790
Apartment in move in condition in Omaha. Single Car Garage!,"Parking,Washer Dryer",1.0,1.0,No,Yes,,721.0,730,Omaha,NE,41.15536351128986,-95.98662293043051,RentDigs.com,1550843371
One BR 1440 1450 East 52nd Street,Dishwasher,1.0,1.0,No,Thumbnail,"Cats,Dogs",1213.0,630,Chicago,IL,41.90013531506029,-87.65466797208101,RentLingo,1577358592
"Average Rent $1,381 a month - That's a STEAL!","Fireplace,Gym,Pool,Wood Floors",2.0,2.0,No,Yes,,1381.0,1099,Canton,GA,34.22333819851947,-84.42234142901357,RentDigs.com,1544274292
